DoW,Mon,Hour,Detected,Real
Thursday,10,1,2,41
Monday,10,1,2,143
Thursday,10,1,2,45
Thursday,10,2,1,48
Sunday,10,0,1,12
Monday,10,0,1,3
Saturday,10,1,1,75
Thursday,10,0,1,30
Thursday,10,1,1,42
Thursday,10,1,2,51
Tuesday,10,2,3,31
Wednesday,10,1,2,45
Monday,10,0,1,13
Thursday,10,0,1,22
Friday,10,0,1,18
Thursday,10,1,4,50
Friday,10,1,2,96
Thursday,10,1,3,75
Wednesday,10,1,1,67
Thursday,10,2,2,17
Friday,10,0,1,1
Thursday,10,1,4,60
Friday,10,0,1,19
Saturday,10,2,1,50
Tuesday,10,1,2,44
Friday,10,2,2,71
Monday,10,1,1,183
Friday,10,0,1,43
Saturday,10,1,3,110
Monday,10,1,1,55
Friday,10,1,1,75
Wednesday,10,0,1,74
Thursday,10,1,2,36
Saturday,10,1,1,63
Tuesday,10,0,1,50
Tuesday,10,1,1,43
Tuesday,10,1,2,41
Friday,10,0,1,1
Monday,10,1,1,22
Sunday,10,0,1,4
Wednesday,10,1,1,29
Friday,10,0,1,5
Friday,10,1,3,54
Monday,10,0,1,4
Saturday,10,1,1,83
Wednesday,10,0,1,11
Sunday,10,1,2,213
Friday,10,1,1,70
Thursday,10,0,1,20
Friday,10,1,3,46
Monday,10,0,1,4
Friday,10,0,1,44
Tuesday,10,1,1,47
Wednesday,10,1,1,42
Saturday,10,1,3,92
Saturday,10,0,1,21
Tuesday,10,0,1,6
Thursday,10,0,1,55
Saturday,10,0,1,7
Sunday,10,1,1,50
Tuesday,10,1,1,66
Friday,10,1,4,77
Friday,10,0,2,7
Monday,10,1,1,49
Tuesday,10,1,1,56
Friday,10,2,1,69
Wednesday,10,0,2,49
Saturday,10,1,2,34
Sunday,10,1,1,49
Wednesday,10,1,1,49
Friday,10,1,2,57
Monday,10,1,2,196
Saturday,10,1,1,87
Tuesday,10,1,1,49
Saturday,10,0,1,6
Sunday,10,1,1,166
Tuesday,10,1,1,58
Saturday,10,1,2,130
Monday,10,2,3,109
Monday,10,1,3,94
Friday,10,1,1,60
Tuesday,10,1,1,66
Saturday,10,1,1,115
Wednesday,10,1,1,55
Thursday,10,1,1,40
Wednesday,10,0,3,62
Thursday,10,0,1,58
Tuesday,10,1,1,47
Thursday,10,1,4,62
Friday,10,1,1,52
Wednesday,10,0,1,4
Tuesday,10,1,2,43
Sunday,10,1,2,84
Monday,10,0,1,4
Friday,10,1,1,61
Sunday,10,1,3,53
Tuesday,10,1,2,47
Monday,10,1,3,50
Saturday,10,1,1,81
Friday,10,1,1,47
Monday,10,0,1,24
Saturday,10,1,2,85
Wednesday,10,1,3,63
Tuesday,10,1,1,46
Saturday,10,0,1,10
Monday,10,2,1,213
Saturday,10,1,6,44
Friday,10,1,4,43
Wednesday,10,1,2,62
Saturday,10,0,1,9
Tuesday,10,1,5,48
Wednesday,10,1,3,63
Wednesday,10,0,2,5
Friday,10,1,3,37
Thursday,10,0,1,6
Friday,10,1,1,64
Thursday,10,1,2,54
Saturday,10,1,1,85
Sunday,10,1,1,226
Thursday,10,0,3,7
Thursday,10,0,1,3
Monday,10,1,2,82
Thursday,10,2,1,51
Wednesday,10,1,1,51
Thursday,10,0,2,6
Thursday,10,1,4,43
Tuesday,10,0,1,6
Friday,10,1,1,43
Saturday,10,1,2,60
Wednesday,10,1,2,60
Tuesday,10,1,1,54
Monday,10,0,1,3
Tuesday,10,0,1,64
Monday,10,1,3,90
Thursday,10,2,1,38
Friday,10,0,2,55
Tuesday,10,1,1,41
Saturday,10,0,2,8
Friday,10,1,3,104
Wednesday,10,1,2,56
Tuesday,10,1,3,49
Wednesday,10,0,1,3
Wednesday,10,0,1,41
Monday,10,1,1,71
Saturday,10,1,1,46
Wednesday,10,1,1,49
Friday,10,1,1,97
Wednesday,10,1,1,33
Wednesday,10,1,3,56
Tuesday,10,2,4,23
Wednesday,10,1,1,52
Monday,10,1,1,82
Thursday,10,1,1,32
Monday,10,2,1,14
Wednesday,10,2,2,49
Friday,10,1,1,57
Monday,10,1,2,72
Friday,10,1,4,41
Wednesday,10,0,1,61
Wednesday,10,2,1,25
Thursday,10,2,2,64
Sunday,10,1,2,100
Friday,10,1,3,80
Friday,10,2,1,55
Friday,10,1,3,48
Thursday,10,1,1,58
Thursday,10,2,1,28
Wednesday,10,1,3,54
Friday,10,1,2,62
Tuesday,10,1,1,64
Monday,10,2,1,12
Sunday,10,1,1,164
Saturday,10,0,2,27
Monday,10,1,3,83
Tuesday,10,0,7,33
Wednesday,10,0,1,11
Saturday,10,0,1,1
Saturday,10,0,1,4
Tuesday,10,1,1,42
Saturday,10,2,3,47
Thursday,10,1,3,56
Tuesday,10,1,1,60
Saturday,10,0,1,13
Monday,10,1,2,160
Saturday,10,1,2,77
Tuesday,10,1,1,51
Thursday,10,1,5,70
Tuesday,10,1,2,69
Sunday,10,2,1,75
Tuesday,10,0,1,7
Thursday,10,0,1,8
Saturday,10,1,1,83
Wednesday,10,1,1,54
Wednesday,10,1,4,58
Thursday,10,2,2,47
Tuesday,10,0,1,34
Tuesday,10,1,5,50
Tuesday,10,0,1,51
Thursday,10,1,3,49
Thursday,10,2,1,42
Friday,10,1,1,91
Wednesday,10,1,1,45
Saturday,10,1,1,73
Wednesday,10,2,1,66
Friday,10,1,2,50
Monday,10,0,1,11
Sunday,10,1,1,59
Tuesday,10,1,1,40
Wednesday,10,1,2,36
Friday,10,1,2,44
Sunday,10,1,1,68
Thursday,10,1,1,49
Monday,10,0,1,24
Monday,10,0,2,3
Monday,10,1,5,44
Thursday,10,1,4,44
Saturday,10,1,2,80
Wednesday,10,0,1,2
Tuesday,10,0,1,5
Saturday,10,1,2,85
Thursday,10,0,1,47
Sunday,10,1,2,50
Monday,10,1,1,80
Tuesday,10,0,1,39
Friday,10,1,1,47
Thursday,10,0,1,5
Tuesday,10,1,1,42
Monday,10,1,1,23
Thursday,10,0,1,1
Monday,10,2,1,14
Saturday,10,1,3,83
Wednesday,10,1,4,48
Monday,10,1,2,83
Thursday,10,1,5,44
Friday,10,0,1,42
Wednesday,10,2,1,55
Wednesday,10,1,2,47
Friday,10,1,2,85
Tuesday,10,1,2,62
Friday,10,0,2,3
Friday,10,0,2,35
Thursday,10,1,1,39
Tuesday,10,0,1,49
Thursday,10,0,1,3
Wednesday,10,0,2,38
Friday,10,1,1,43
Wednesday,10,1,3,51
Sunday,10,0,1,19
Wednesday,10,0,3,9
Tuesday,10,1,1,41
Tuesday,10,1,2,51
Wednesday,10,1,2,52
Friday,10,1,3,56
Thursday,10,0,3,11
Friday,10,1,4,100
Thursday,10,2,1,60
Monday,10,1,1,55
Friday,10,0,2,50
Monday,10,1,1,50
Wednesday,10,1,1,40
Friday,10,0,1,16
Wednesday,10,0,1,2
Friday,10,0,1,1
Monday,10,0,1,39
Tuesday,10,1,2,58
Wednesday,10,1,1,36
Wednesday,10,0,1,21
Tuesday,10,0,1,8
Thursday,10,1,2,48
Sunday,10,1,1,108
Monday,10,1,1,57
Friday,10,0,1,10
Thursday,10,1,6,38
Monday,10,1,1,51
Tuesday,10,2,3,39
Sunday,10,1,3,60
Thursday,10,2,2,41
Friday,10,2,2,54
Friday,10,0,2,6
Saturday,10,0,1,26
Thursday,10,1,2,62
Tuesday,10,0,2,5
Sunday,10,2,1,130
Friday,10,1,1,42
Thursday,10,2,1,21
Sunday,10,1,1,56
Saturday,10,2,2,62
Thursday,10,0,1,50
Monday,10,1,3,88
Tuesday,10,1,1,44
Monday,10,2,3,223
Tuesday,10,1,1,62
Monday,10,0,1,13
Wednesday,10,0,3,49
Tuesday,10,0,2,59
Sunday,10,1,2,111
Monday,10,0,1,7
Friday,10,0,1,42
Tuesday,10,1,1,27
Thursday,10,1,2,31
Friday,10,0,1,18
Saturday,10,2,1,35
Tuesday,10,1,1,43
Friday,10,1,1,66
Sunday,10,0,1,13
Thursday,10,1,1,52
Tuesday,10,0,2,8
Monday,10,1,2,39
Wednesday,10,2,3,51
Tuesday,10,0,3,57
Friday,10,1,2,37
Thursday,10,1,1,34
Wednesday,10,0,1,3
Thursday,10,1,1,52
Thursday,10,0,2,38
Wednesday,10,1,1,53
Tuesday,10,2,1,18
Tuesday,10,1,1,39
Thursday,10,0,2,26
Monday,10,0,1,74
Thursday,10,1,5,43
Thursday,10,0,1,6
Thursday,10,1,3,51
Thursday,10,1,4,49
Monday,10,1,1,48
Wednesday,10,1,2,60
Friday,10,1,3,117
Wednesday,10,2,1,49
Thursday,10,1,1,56
Saturday,10,1,1,91
Thursday,10,1,4,45
Sunday,10,1,2,87
Thursday,10,1,2,51
Friday,10,0,1,28
Monday,10,0,2,57
Thursday,10,1,3,49
Thursday,10,1,1,46
Saturday,10,1,1,57
Friday,10,0,1,3
Monday,10,2,2,28
Saturday,10,1,2,45
Friday,10,0,2,9
Saturday,10,2,1,78
Monday,10,0,1,8
Thursday,10,0,2,4
Thursday,10,2,2,19
Monday,10,0,1,5
Thursday,10,1,5,47
Saturday,10,1,1,105
Wednesday,10,1,1,47
Monday,10,1,1,64
Monday,10,1,2,71
Saturday,10,0,1,42
Wednesday,10,1,1,34
Wednesday,10,0,2,10
Tuesday,10,1,1,35
Wednesday,10,1,3,47
Thursday,10,0,1,7
Friday,10,0,2,44
Wednesday,10,2,2,42
Tuesday,10,1,2,50
Sunday,10,0,1,3
Wednesday,10,0,2,7
Monday,10,1,3,37
Tuesday,10,1,2,48
Tuesday,10,1,2,71
Monday,10,1,1,48
Saturday,10,1,1,47
Friday,10,1,2,32
Thursday,10,2,2,43
Tuesday,10,2,1,16
Saturday,10,1,2,60
Thursday,10,1,2,56
Thursday,10,2,1,26
Monday,10,1,2,39
Sunday,10,1,1,54
Monday,10,0,1,8
Wednesday,10,1,3,45
Thursday,10,1,1,48
Thursday,10,1,2,49
Thursday,10,2,1,42
Tuesday,10,0,2,48
Wednesday,10,1,3,42
Monday,10,2,1,174
Monday,10,1,1,57
Friday,10,0,2,49
Friday,10,1,1,98
Friday,10,0,3,49
Thursday,10,1,2,44
Tuesday,10,1,2,44
Wednesday,10,0,1,56
Tuesday,10,1,2,46
Friday,10,1,1,108
Tuesday,10,0,3,5
Friday,10,0,3,8
Wednesday,10,1,8,85
Tuesday,10,2,3,39
Tuesday,10,1,6,78
Thursday,10,1,11,79
Sunday,10,1,6,62
Saturday,10,0,1,3
Sunday,10,0,1,18
Tuesday,10,1,6,93
Thursday,10,1,3,88
Friday,10,1,2,100
Sunday,10,1,2,83
Wednesday,10,2,2,40
Saturday,10,1,1,47
Saturday,10,1,2,92
Saturday,10,2,3,21
Tuesday,10,1,7,73
Monday,10,1,1,73
Saturday,10,1,2,90
Monday,10,0,7,73
Thursday,10,1,4,90
Wednesday,10,2,1,26
Monday,10,0,6,34
Saturday,10,0,2,4
Friday,10,1,22,108
Wednesday,10,1,6,84
Saturday,10,1,5,62
Wednesday,10,0,15,99
Saturday,10,1,5,144
Sunday,10,2,10,117
Thursday,10,2,2,34
Wednesday,10,1,4,54
Wednesday,10,1,11,64
Sunday,10,1,9,148
Tuesday,10,0,3,10
Thursday,10,2,4,49
Tuesday,10,1,4,71
Saturday,10,1,6,86
Tuesday,10,1,11,71
Friday,10,1,5,82
Wednesday,10,1,8,68
Sunday,10,0,2,5
Sunday,10,0,1,35
Thursday,10,1,5,78
Saturday,10,1,5,53
Tuesday,10,1,1,51
Monday,10,2,1,39
Wednesday,10,0,1,8
Saturday,10,1,1,42
Saturday,10,2,2,54
Monday,10,2,3,29
Thursday,10,0,1,7
Friday,10,0,5,37
Friday,10,1,10,122
Saturday,10,1,7,63
Sunday,10,1,8,76
Monday,10,1,2,86
Wednesday,10,1,7,75
Sunday,10,1,13,143
Wednesday,10,2,1,36
Thursday,10,0,1,9
Thursday,10,2,3,29
Thursday,10,1,7,73
Tuesday,10,1,6,82
Saturday,10,2,1,70
Sunday,10,0,1,28
Thursday,10,0,5,95
Monday,10,1,11,77
Tuesday,10,0,2,10
Saturday,10,2,1,22
Tuesday,10,1,12,79
Tuesday,10,0,1,8
Saturday,10,0,1,13
Friday,10,1,10,154
Sunday,10,1,6,76
Monday,10,1,5,121
Monday,10,1,6,68
Thursday,10,1,2,80
Wednesday,10,2,14,70
Friday,10,0,5,5
Friday,10,0,3,85
Tuesday,10,0,2,1
Sunday,10,1,1,69
Friday,10,2,1,172
Monday,10,1,2,49
Friday,10,2,3,30
Monday,10,1,1,82
Friday,10,2,1,14
Thursday,10,0,2,8
Saturday,10,1,7,151
Saturday,10,2,3,51
Tuesday,10,0,2,21
Wednesday,10,1,5,68
Saturday,10,0,5,60
Friday,10,1,1,155
Friday,10,0,5,97
Monday,10,1,1,239
Friday,10,1,10,184
Thursday,10,2,3,18
Thursday,10,0,2,3
Saturday,10,0,10,19
Monday,10,0,2,34
Saturday,10,0,6,45
Wednesday,10,0,4,93
Tuesday,10,1,3,74
Monday,10,1,5,149
Tuesday,10,1,3,76
Monday,10,1,11,66
Tuesday,10,0,2,66
Thursday,10,0,3,6
Tuesday,10,2,6,44
Tuesday,10,0,2,10
Tuesday,10,0,2,7
Sunday,10,2,2,25
Friday,10,0,6,44
Saturday,10,0,10,77
Wednesday,10,2,4,49
Friday,10,2,2,45
Tuesday,10,1,5,56
Sunday,10,0,1,14
Saturday,10,1,4,50
Tuesday,10,1,16,74
Sunday,10,1,2,52
Monday,10,0,2,24
Saturday,10,2,1,25
Friday,10,2,1,41
Monday,10,1,8,76
Friday,10,1,2,126
Sunday,10,2,2,16
Sunday,10,1,4,152
Tuesday,10,0,11,108
Sunday,10,1,6,74
Friday,10,0,7,73
Friday,10,1,3,140
Saturday,10,0,1,11
Thursday,10,0,14,97
Monday,10,1,5,68
Sunday,10,1,4,96
Wednesday,10,0,1,8
Wednesday,10,1,2,55
Tuesday,10,1,15,60
Thursday,10,0,4,9
Saturday,10,1,7,86
Wednesday,10,0,5,4
Saturday,10,1,8,81
Friday,10,1,4,126
Tuesday,10,0,10,103
Wednesday,10,0,4,15
Sunday,10,2,1,51
Friday,10,1,6,97
Friday,10,0,5,124
Saturday,10,2,1,44
Thursday,10,0,9,50
Wednesday,10,2,8,39
Tuesday,10,2,1,42
Monday,10,0,1,33
Saturday,10,1,2,77
Friday,10,0,3,4
Saturday,10,1,1,64
Saturday,10,1,1,109
Sunday,10,2,4,114
Friday,10,0,2,12
Friday,10,2,5,69
Tuesday,10,0,3,11
Tuesday,10,1,2,81
Sunday,10,0,4,18
Saturday,10,2,2,23
Friday,10,2,4,87
Wednesday,10,0,2,17
Tuesday,10,0,5,24
Friday,10,1,7,177
Saturday,10,1,1,54
Tuesday,10,0,4,88
Friday,10,1,7,172
Friday,10,1,1,103
Saturday,10,1,10,97
Thursday,10,0,9,30
Wednesday,10,0,1,5
Friday,10,0,10,76
Saturday,10,1,8,64
Saturday,10,0,3,11
Monday,10,2,3,47
Wednesday,10,1,5,85
Tuesday,10,2,3,35
Sunday,10,2,1,13
Friday,10,1,6,110
Thursday,10,0,1,7
Thursday,10,2,2,26
Wednesday,10,0,1,13
Saturday,10,0,1,3
Sunday,10,0,1,16
Wednesday,10,1,2,73
Sunday,10,2,4,39
Tuesday,10,1,4,105
Wednesday,10,0,3,6
Monday,10,0,1,16
Thursday,10,1,4,84
Tuesday,10,2,1,18
Sunday,10,1,1,88
Wednesday,10,0,7,30
Wednesday,10,1,5,83
Tuesday,10,1,4,64
Monday,10,1,12,70
Tuesday,10,0,1,22
Friday,10,2,12,118
Monday,10,1,9,91
Thursday,10,1,9,76
Monday,10,0,9,65
Thursday,10,0,13,98
Thursday,10,1,5,88
Tuesday,10,2,3,15
Friday,10,0,10,89
Monday,10,2,1,126
Friday,10,1,5,104
Thursday,10,1,3,90
Saturday,10,0,1,41
Monday,10,0,2,8
Wednesday,10,1,3,87
Thursday,10,2,4,71
Tuesday,10,2,6,29
Friday,10,1,6,106
Wednesday,10,0,1,4
Friday,10,0,5,36
Monday,10,1,1,89
Sunday,10,1,4,73
Saturday,10,1,3,72
Saturday,10,1,2,76
Thursday,10,1,1,90
Saturday,10,0,2,1
Friday,10,0,2,90
Saturday,10,0,1,97
Wednesday,10,0,1,13
Friday,10,1,8,141
Saturday,10,0,5,87
Friday,10,0,13,43
Thursday,10,1,6,95
Sunday,10,1,15,172
Thursday,10,1,11,72
Thursday,10,1,4,60
Wednesday,10,2,7,37
Friday,10,0,4,16
Monday,10,1,3,69
Saturday,10,2,3,21
Wednesday,10,0,2,36
Tuesday,10,1,1,56
Monday,10,2,6,43
Monday,10,1,12,82
Tuesday,10,2,12,64
Wednesday,10,0,3,42
Monday,10,0,8,89
Wednesday,10,2,2,9
Monday,10,1,4,73
Saturday,10,1,8,131
Sunday,10,2,3,59
Saturday,10,2,2,73
Friday,10,1,8,103
Friday,10,0,2,89
Friday,10,0,2,22
Sunday,10,1,2,68
Thursday,10,1,5,81
Tuesday,10,1,6,77
Friday,10,1,5,176
Sunday,10,0,1,7
Monday,10,0,1,32
Sunday,10,0,2,16
Monday,10,2,5,21
Saturday,10,1,5,125
Friday,10,0,10,81
Thursday,10,1,6,76
Friday,10,2,1,98
Thursday,10,1,12,91
Wednesday,10,1,7,74
Thursday,10,0,2,2
Sunday,10,1,3,45
Tuesday,10,0,1,4
Thursday,10,0,17,87
Friday,10,0,13,85
Monday,10,2,6,29
Wednesday,10,2,4,9
Thursday,10,0,2,99
Friday,10,1,5,80
Friday,10,1,3,153
Wednesday,10,0,8,101
Friday,10,1,1,222
Sunday,10,0,1,8
Saturday,10,0,5,49
Friday,10,0,2,6
Monday,10,1,2,95
Friday,10,1,6,88
Wednesday,10,2,3,27
Monday,10,1,10,79
Tuesday,10,0,6,86
Thursday,10,1,5,63
Monday,10,1,7,78
Wednesday,10,1,5,81
Thursday,10,2,6,48
Monday,10,0,9,107
Friday,10,1,10,183
Saturday,10,1,1,158
Sunday,10,0,3,13
Sunday,10,1,7,184
Tuesday,10,0,1,126
Monday,10,2,1,31
Saturday,10,0,7,5
Sunday,10,0,3,30
Monday,10,1,9,89
Thursday,10,0,13,32
Wednesday,10,1,10,57
Wednesday,10,0,1,5
Wednesday,10,0,10,79
Monday,10,0,1,11
Friday,10,2,8,119
Thursday,10,0,1,5
Wednesday,10,2,6,33
Sunday,10,1,3,62
Thursday,10,2,3,38
Friday,10,1,8,117
Saturday,10,1,2,63
Thursday,10,2,3,52
Friday,10,1,4,98
Friday,10,1,12,124
Friday,10,2,3,39
Wednesday,10,0,8,102
Tuesday,10,1,9,84
Thursday,10,1,2,65
Friday,10,2,6,51
Sunday,10,2,17,119
Monday,10,2,6,62
Monday,10,1,19,175
Tuesday,10,2,11,42
Tuesday,10,0,4,89
Tuesday,10,0,5,34
Sunday,10,2,2,27
Friday,10,2,1,34
Saturday,10,1,3,100
Monday,10,1,5,49
Thursday,10,1,16,62
Sunday,10,1,3,82
Thursday,10,1,3,76
Friday,10,0,4,6
Monday,10,0,6,6
Friday,10,2,2,20
Thursday,10,1,4,67
Monday,10,0,10,84
Friday,10,1,13,111
Friday,10,0,6,50
Sunday,10,1,5,51
Monday,10,1,5,150
Sunday,10,1,1,69
Sunday,10,1,2,73
Sunday,10,0,3,12
Tuesday,10,1,8,93
Monday,10,1,14,124
Friday,10,0,4,53
Monday,10,0,1,6
Sunday,10,2,2,37
Saturday,10,1,1,53
Monday,10,0,5,32
Wednesday,10,2,2,21
Wednesday,10,2,8,49
Saturday,10,0,3,6
Monday,10,1,5,55
Saturday,10,2,1,24
Wednesday,10,0,6,85
Friday,10,1,2,226
Sunday,10,0,1,5
Friday,10,1,13,70
Thursday,10,0,1,16
Tuesday,10,1,1,87
Friday,10,1,7,84
Sunday,10,1,3,98
Friday,10,1,5,133
Wednesday,10,0,7,85
Friday,10,0,5,25
Tuesday,10,1,12,77
Tuesday,10,0,1,10
Friday,10,1,1,198
Saturday,10,0,9,43
Saturday,10,0,5,17
Friday,10,0,4,10
Wednesday,10,0,4,7
Monday,10,0,5,107
Thursday,10,1,1,75
Friday,10,0,1,12
Thursday,10,2,8,50
Thursday,10,1,15,64
Wednesday,10,1,8,72
Tuesday,10,1,13,60
Wednesday,10,1,4,66
Saturday,10,1,1,100
Tuesday,10,0,1,38
Wednesday,10,1,10,74
Tuesday,10,2,3,43
Thursday,10,1,10,90
Saturday,10,1,5,76
Wednesday,10,2,4,30
Tuesday,10,1,7,54
Saturday,10,1,2,53
Thursday,10,1,8,78
Saturday,10,1,3,70
Tuesday,10,1,5,78
Sunday,10,1,6,102
Wednesday,10,2,3,43
Tuesday,10,1,13,75
Tuesday,10,1,11,63
Friday,10,0,2,8
Saturday,10,1,2,64
Thursday,10,1,7,77
Tuesday,10,0,4,102
Thursday,10,2,1,12
Monday,10,0,1,9
Tuesday,10,1,2,76
Thursday,10,1,8,87
Sunday,10,2,1,37
Thursday,10,2,3,22
Tuesday,10,0,1,32
Monday,10,0,11,104
Saturday,10,1,7,61
Saturday,10,1,3,45
Thursday,10,1,7,69
Monday,10,0,1,10
Saturday,10,1,11,135
Thursday,10,2,2,55
Thursday,10,0,6,87
Wednesday,10,0,1,4
Friday,10,0,6,5
Thursday,10,0,5,15
Saturday,10,0,1,10
Sunday,10,1,2,25
Thursday,10,2,1,72
Monday,10,0,12,112
Monday,10,1,8,87
Saturday,10,1,8,78
Saturday,10,0,1,10
Wednesday,10,0,5,96
Wednesday,10,1,5,92
Friday,10,0,3,8
Thursday,10,0,2,11
Sunday,10,2,2,82
Wednesday,10,1,10,87
Sunday,10,0,3,5
Sunday,10,1,2,52
Saturday,10,1,5,70
Monday,10,1,9,206
Wednesday,10,0,7,71
Friday,10,0,12,52
Wednesday,10,1,5,76
Tuesday,10,1,1,69
Thursday,10,0,3,83
Saturday,10,1,6,131
Monday,10,1,7,85
Thursday,10,2,3,30
Saturday,10,1,6,64
Sunday,10,1,3,94
Friday,10,1,1,97
Monday,10,2,2,28
Monday,10,1,3,155
Wednesday,10,1,2,60
Wednesday,10,1,16,77
Monday,10,1,1,56
Friday,10,0,1,6
Monday,10,1,1,85
Saturday,10,0,14,96
Sunday,10,0,1,5
Friday,10,1,4,134
Wednesday,10,0,6,10
Friday,10,0,2,12
Saturday,10,0,6,15
Saturday,10,1,3,93
Sunday,10,1,3,55
Tuesday,10,0,13,74
Tuesday,10,0,2,2
Friday,10,1,10,244
Friday,10,0,4,72
Friday,10,0,2,9
Friday,10,0,4,6
Monday,10,1,10,230
Friday,10,0,11,83
Monday,10,2,3,40
Saturday,10,1,6,41
Wednesday,10,1,12,72
Thursday,10,1,6,90
Thursday,10,2,4,22
Thursday,10,2,1,25
Thursday,10,1,1,57
Saturday,10,0,4,54
Sunday,10,1,7,140
Sunday,10,0,1,19
Friday,10,1,9,91
Saturday,10,0,2,6
Saturday,10,0,1,3
Wednesday,10,0,2,21
Saturday,10,1,2,34
Thursday,10,0,14,96
Saturday,10,1,3,65
Friday,10,1,5,140
Friday,10,0,2,93
Saturday,10,0,6,7
Wednesday,10,1,6,65
Tuesday,10,1,4,79
Tuesday,10,0,2,5
Sunday,10,0,2,16
Friday,10,1,10,140
Thursday,10,2,3,69
Sunday,10,1,3,148
Thursday,10,0,1,8
Tuesday,10,2,4,45
Friday,10,1,12,139
Friday,10,2,2,17
Thursday,10,1,5,80
Thursday,10,1,11,80
Sunday,10,1,3,90
Tuesday,10,0,2,18
Friday,10,1,2,138
Saturday,10,1,2,65
Tuesday,10,0,12,46
Wednesday,10,2,5,16
Monday,10,1,8,86
Wednesday,10,1,8,69
Friday,10,2,2,70
Friday,10,1,9,131
Sunday,10,1,8,56
Friday,10,1,10,221
Saturday,10,2,7,50
Friday,10,1,4,134
Thursday,10,2,1,43
Thursday,10,0,4,7
Thursday,10,0,3,18
Friday,10,2,3,79
Friday,10,1,5,168
Saturday,10,1,1,38
Tuesday,10,2,7,60
Saturday,10,2,3,40
Sunday,10,0,1,4
Sunday,10,1,2,64
Friday,10,0,5,65
Tuesday,10,0,12,64
Sunday,10,1,2,96
Monday,10,1,3,224
Saturday,10,0,1,6
Thursday,10,0,10,87
Monday,10,1,2,57
Monday,10,0,1,11
Friday,10,1,7,206
Wednesday,10,1,6,79
Friday,10,1,5,156
Saturday,10,2,3,61
Wednesday,10,2,5,55
Saturday,10,0,1,25
Saturday,10,2,1,49
Friday,10,1,10,120
Saturday,10,0,1,16
Saturday,10,0,3,63
Wednesday,10,1,5,65
Wednesday,10,0,3,72
Friday,10,0,6,95
Thursday,10,2,6,62
Saturday,10,0,4,46
Sunday,10,0,1,20
Saturday,10,0,8,25
Thursday,10,0,5,5
Thursday,10,0,8,85
Thursday,10,2,6,51
Friday,10,0,2,93
Friday,10,0,1,9
Saturday,10,0,2,13
Sunday,10,1,2,37
Wednesday,10,0,12,97
Wednesday,10,2,2,20
Wednesday,10,1,5,76
Thursday,10,2,3,36
Friday,10,0,2,15
Friday,10,1,11,120
Tuesday,10,2,3,25
Friday,10,0,11,76
Monday,10,1,10,237
Friday,10,2,12,50
Monday,10,0,1,10
Wednesday,10,1,7,75
Sunday,10,1,1,38
Saturday,10,2,6,57
Saturday,10,0,1,25
Sunday,10,1,14,119
Saturday,10,1,4,74
Saturday,10,0,2,12
Thursday,10,0,2,8
Tuesday,10,1,10,70
Sunday,10,2,12,90
Sunday,10,0,2,5
Monday,10,0,5,41
Wednesday,10,2,4,33
Sunday,10,0,1,1
Thursday,10,1,5,86
Sunday,10,1,6,189
Thursday,10,1,2,75
Wednesday,10,1,2,88
Wednesday,10,1,2,73
Saturday,10,0,3,11
Friday,10,0,4,6
Saturday,10,0,1,37
Saturday,10,0,3,25
Saturday,10,0,1,7
Monday,10,1,4,81
Wednesday,10,2,14,50
Monday,10,0,12,96
Friday,10,1,8,106
Wednesday,10,2,7,58
Sunday,10,0,1,6
Tuesday,10,1,3,83
Sunday,10,0,1,19
Tuesday,10,1,2,73
Sunday,10,0,2,28
Tuesday,10,0,2,8
Friday,10,1,2,119
Friday,10,0,5,16
Thursday,10,1,7,85
Friday,10,1,15,221
Friday,10,1,17,136
Tuesday,10,1,8,78
Friday,10,1,13,215
Monday,10,2,9,74
Friday,10,1,10,114
Thursday,10,1,9,65
Wednesday,10,1,12,81
Monday,10,2,2,19
Monday,10,1,5,58
Friday,10,1,8,105
Friday,10,2,5,85
Saturday,10,1,5,41
Wednesday,10,0,6,79
Thursday,10,0,1,6
Saturday,10,0,5,35
Monday,10,1,4,69
Sunday,10,2,1,62
Monday,10,0,2,5
Tuesday,10,2,2,25
Tuesday,10,1,20,82
Wednesday,10,0,11,104
Friday,10,0,2,8
Saturday,10,1,2,38
Saturday,10,0,2,53
Friday,10,0,2,84
Tuesday,10,0,1,7
Wednesday,10,1,2,76
Monday,10,2,13,155
Thursday,10,1,3,83
Friday,10,2,2,26
Tuesday,10,0,2,4
Tuesday,10,0,16,90
Thursday,10,2,5,22
Friday,10,0,4,18
Monday,10,1,6,68
Tuesday,10,2,10,72
Tuesday,10,1,3,100
Friday,10,0,5,10
Thursday,10,0,4,17
Friday,10,1,11,132
Wednesday,10,0,2,3
Friday,10,1,11,94
Saturday,10,0,1,13
Monday,10,0,2,40
Friday,10,2,2,23
Friday,10,0,2,21
Sunday,10,1,5,80
Friday,10,1,12,133
Friday,10,1,5,196
Sunday,10,1,6,99
Saturday,10,2,5,61
Thursday,10,1,8,73
Thursday,10,1,2,77
Tuesday,10,1,3,68
Thursday,10,1,2,51
Sunday,10,1,3,81
Monday,10,0,1,9
Thursday,10,0,1,96
Tuesday,10,0,5,99
Sunday,10,2,8,71
Tuesday,10,0,1,7
Wednesday,10,1,13,88
Wednesday,10,0,3,10
Tuesday,10,1,7,92
Saturday,10,0,7,78
Friday,10,1,6,123
Tuesday,10,2,11,44
